Index,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6,Joint7,Joint8,LimitCost
207,1813.284553,1762.717553,1112.584680,2.717815,0.205849,-2.037212,0.466372,0.682146,0.652777
208,1813.284553,1762.717553,1112.584680,2.717815,0.205849,-2.037212,0.466372,0.682146,0.652777
209,1849.895545,1765.571473,1098.310870,2.737318,0.231867,-2.105397,0.462078,0.762111,0.670156
210,1862.660311,1765.742471,1095.934722,2.737323,0.231867,-2.105397,0.462079,0.766942,0.671688
211,1875.437509,1765.927989,1093.498246,2.737389,0.231867,-2.105397,0.462076,0.771627,0.673176
212,1888.178781,1766.103185,1091.002051,2.737405,0.231867,-2.105397,0.462077,0.775935,0.674550
213,1900.926647,1766.286172,1088.450689,2.737453,0.231867,-2.105397,0.462076,0.780244,0.675925
214,1913.597568,1766.441207,1085.844559,2.737374,0.231867,-2.105397,0.462078,0.784170,0.677185
215,1913.597568,1766.441207,1085.844559,2.737374,0.231867,-2.105397,0.462078,0.784170,0.677185
216,1932.938433,1764.304849,1081.035825,2.725920,0.230346,-2.088968,0.471001,0.778213,0.675624
217,1945.591325,1764.479674,1078.264478,2.725920,0.230346,-2.088968,0.471001,0.778213,0.675668
218,2014.529840,1783.546989,1069.120315,2.829979,0.248432,-2.088893,0.466584,0.782618,0.668797
219,2075.486193,1792.286099,1057.143710,2.916649,0.274442,-2.082333,0.480834,0.782748,0.658807
220,2090.268208,1794.450468,1073.294754,2.922488,0.224378,-1.877697,0.537154,0.578046,0.609579
221,2113.330196,1788.549354,1056.271756,2.940608,0.264381,-1.851172,0.619075,0.572632,0.596377
222,2205.266038,1793.324516,1054.155900,3.083254,0.264381,-1.851172,0.574369,0.559972,0.589688
223,2219.916244,1766.551111,995.941041,3.087665,0.421276,-1.954944,0.705396,0.728207,0.602926
224,2298.421607,1758.001637,994.129197,3.212237,0.421276,-1.954944,0.678530,0.712925,0.596373
225,2374.506188,1740.149994,992.498705,3.334999,0.421276,-1.954944,0.654223,0.696175,0.590092
226,2446.992742,1713.622401,991.066884,3.455717,0.421276,-1.954944,0.632760,0.678208,0.584152
227,2514.827923,1679.217245,989.848296,3.574119,0.421276,-1.954944,0.614392,0.659301,0.578629
228,2577.137757,1637.864498,988.856052,3.689963,0.421276,-1.954944,0.599356,0.639736,0.573600
229,2569.523560,1624.509419,972.013875,3.670953,0.468050,-1.900795,0.715853,0.623233,0.563201
230,2682.619345,1538.477848,987.588591,3.913059,0.421276,-1.954944,0.580001,0.599753,0.565318
231,2677.008001,1508.167797,951.769714,3.924769,0.526202,-1.996928,0.695291,0.685880,0.578604
232,2682.523224,1478.345583,937.476897,3.953067,0.570132,-1.973591,0.771587,0.687794,0.578213
233,2693.045272,1438.162047,922.475605,4.005599,0.618431,-1.974166,0.830492,0.708671,0.585672
234,2679.092017,1420.200072,906.020401,3.996473,0.674164,-1.925336,0.936991,0.715920,0.591704
235,2677.275563,1408.275773,906.259941,3.996472,0.674164,-1.925336,0.936993,0.716055,0.591674
