Algorithm,PointIndex,ComputationTime(ms),JointLimitCost,Success,Joint1,Vel1,Joint2,Vel2,Joint3,Vel3,Joint4,Vel4,Joint5,Vel5,Joint6,Vel6,Joint7,Vel7,Joint8,Vel8
DE,129,4.291500,0.727065,1,2061.410518,9.852379,1821.151673,0.129184,1179.522014,-1.706739,3.163154,0.000007,0.028713,0.000000,2.513274,0.000000,0.054474,0.000008,2.374514,0.031288
DE,130,4.782600,0.727463,1,2074.182945,9.845305,1821.319982,0.129737,1177.255755,-1.746888,3.163154,0.000002,0.028713,0.000000,2.513274,0.000000,0.054474,-0.000002,2.379581,0.039053
DE,131,4.190600,0.727747,1,2086.945623,9.836368,1821.489183,0.130405,1174.924525,-1.796711,3.163154,0.000004,0.028713,0.000000,2.513274,0.000000,0.054474,0.000001,2.382989,0.026268
DE,132,4.401200,0.728131,1,2099.707354,9.830132,1821.659089,0.130876,1172.548384,-1.830299,3.163154,-0.000006,0.028713,0.000000,2.513274,0.000000,0.054474,0.000007,2.387820,0.037214
DE,133,4.593500,0.728505,1,2112.449550,9.821148,1821.829710,0.131508,1170.111967,-1.877888,3.163153,-0.000004,0.028713,0.000000,2.513274,0.000000,0.054473,-0.000012,2.392505,0.036107
DE,134,4.936500,0.728854,1,2125.182217,9.812289,1822.001137,0.132108,1167.615789,-1.923652,3.163153,0.000002,0.028713,0.000000,2.513274,0.000000,0.054474,0.000006,2.396813,0.033198
DE,135,4.634300,0.729204,1,2137.905125,9.803890,1822.173306,0.132668,1165.064469,-1.965970,3.163154,0.000003,0.028713,0.000000,2.513274,0.000000,0.054473,-0.000003,2.401120,0.033194
DE,136,5.428600,0.729528,1,2150.617329,9.795329,1822.346225,0.133242,1162.458268,-2.008196,3.163153,-0.000005,0.028713,0.000000,2.513274,0.000000,0.054474,0.000006,2.405048,0.030265
DE,137,4.776500,0.729912,1,2163.320385,9.787340,1822.519801,0.133736,1159.801915,-2.046644,3.163153,0.000003,0.028713,0.000000,2.513274,0.000000,0.054473,-0.000005,2.409811,0.036699
DE,138,5.750900,0.730293,1,2176.008179,9.777459,1822.694149,0.134356,1157.085525,-2.093302,3.163153,-0.000001,0.028713,0.000000,2.513274,0.000000,0.054473,-0.000006,2.414531,0.036372
