PopulationSize,MigrationRate,Fitness
40,0.37 ,3.93E+00
40,0.38 ,4.05E+00
40,0.39 ,3.88E+00
40,0.40 ,3.20E+00
40,0.41 ,3.19E+00
40,0.42 ,3.98E+00
40,0.43 ,3.82E+00
40,0.44 ,3.95E+00
40,0.45 ,3.21E+00
40,0.46 ,3.79E+00
40,0.47 ,3.91E+00
40,0.48 ,4.06E+00
40,0.49 ,3.80E+00
40,0.51 ,3.98E+00
40,0.52 ,3.82E+00
40,0.53 ,3.80E+00
40,0.54 ,3.88E+00
40,0.55 ,3.59E+00
40,0.56 ,3.80E+00
40,0.57 ,3.81E+00
40,0.58 ,3.83E+00
40,0.59 ,3.84E+00
40,0.60 ,3.06E+00
40,0.61 ,4.02E+00
40,0.62 ,3.88E+00
40,0.63 ,3.25E+00
40,0.64 ,3.31E+00
40,0.65 ,4.07E+00
40,0.66 ,3.82E+00
40,0.67 ,3.88E+00
40,0.68 ,3.28E+00
40,0.69 ,3.83E+00
40,0.70 ,3.90E+00
40,0.71 ,3.95E+00
40,0.72 ,4.13E+00
40,0.73 ,3.24E+00
40,0.74 ,3.77E+00
40,0.75 ,3.70E+00
40,0.76 ,3.73E+00
40,0.77 ,3.17E+00
40,0.78 ,3.74E+00
40,0.79 ,4.04E+00
40,0.80 ,3.82E+00
40,0.81 ,3.79E+00
40,0.82 ,3.95E+00
40,0.83 ,4.23E+00
40,0.84 ,4.12E+00
40,0.85 ,3.95E+00
40,0.86 ,3.98E+00
40,0.87 ,3.98E+00
40,0.88 ,3.68E+00
40,0.89 ,3.69E+00
40,0.90 ,3.88E+00
40,0.91 ,3.77E+00
40,0.92 ,3.75E+00
40,0.93 ,3.94E+00
40,0.94 ,3.90E+00
40,0.95 ,3.19E+00
40,0.96 ,3.99E+00
40,0.97 ,3.98E+00
40,0.98 ,3.34E+00
40,0.99 ,3.85E+00
40,1.00 ,3.66E+00
41,0.00 ,3.83E+00
41,0.01 ,3.65E+00
41,0.02 ,3.83E+00
41,0.03 ,3.76E+00
41,0.04 ,4.00E+00
41,0.05 ,4.01E+00
41,0.06 ,4.05E+00
41,0.07 ,4.16E+00
41,0.08 ,3.62E+00
41,0.09 ,4.02E+00
41,0.10 ,4.03E+00
41,0.11 ,4.01E+00
41,0.12 ,3.71E+00
41,0.13 ,3.92E+00
41,0.14 ,3.70E+00
41,0.15 ,3.78E+00
41,0.16 ,3.84E+00
41,0.17 ,3.96E+00
41,0.18 ,3.22E+00
41,0.19 ,3.91E+00
41,0.20 ,3.34E+00
41,0.21 ,3.73E+00
41,0.22 ,3.95E+00
41,0.23 ,3.81E+00
41,0.24 ,3.36E+00
41,0.25 ,3.59E+00
41,0.26 ,3.94E+00
41,0.27 ,3.94E+00
41,0.28 ,3.94E+00
41,0.29 ,3.96E+00
41,0.30 ,3.95E+00
41,0.31 ,3.75E+00
41,0.32 ,3.57E+00
41,0.33 ,2.93E+00
41,0.34 ,3.43E+00
41,0.35 ,3.68E+00
41,0.36 ,3.94E+00
41,0.37 ,3.74E+00
41,0.38 ,3.94E+00
41,0.39 ,4.15E+00
41,0.40 ,3.65E+00
41,0.41 ,3.97E+00
41,0.42 ,3.10E+00
41,0.43 ,3.96E+00
41,0.44 ,3.97E+00
41,0.45 ,4.03E+00
41,0.46 ,4.00E+00
41,0.47 ,4.00E+00
41,0.48 ,3.78E+00
41,0.49 ,3.81E+00
41,0.51 ,3.85E+00
41,0.52 ,4.02E+00
41,0.53 ,3.82E+00
41,0.54 ,3.92E+00
41,0.55 ,3.17E+00
41,0.56 ,3.95E+00
41,0.57 ,3.92E+00
41,0.58 ,3.97E+00
41,0.59 ,3.81E+00
41,0.60 ,3.98E+00
41,0.61 ,4.06E+00
41,0.62 ,4.01E+00
41,0.63 ,3.60E+00
41,0.64 ,3.66E+00
41,0.65 ,3.94E+00
41,0.66 ,4.04E+00
41,0.67 ,4.00E+00
41,0.68 ,4.09E+00
41,0.69 ,3.94E+00
41,0.70 ,3.67E+00
41,0.71 ,4.31E+00
41,0.72 ,3.71E+00
41,0.73 ,3.91E+00
41,0.74 ,3.84E+00
41,0.75 ,3.85E+00
41,0.76 ,3.95E+00
41,0.77 ,4.00E+00
41,0.78 ,4.02E+00
41,0.79 ,3.23E+00
41,0.80 ,3.67E+00
41,0.81 ,3.23E+00
41,0.82 ,3.91E+00
41,0.83 ,4.01E+00
41,0.84 ,4.00E+00
41,0.85 ,3.94E+00
41,0.86 ,3.96E+00
41,0.87 ,3.89E+00
41,0.88 ,3.37E+00
41,0.89 ,4.01E+00
41,0.90 ,3.76E+00
41,0.91 ,3.89E+00
41,0.92 ,4.10E+00
41,0.93 ,4.04E+00
41,0.94 ,3.88E+00
41,0.95 ,3.24E+00
41,0.96 ,4.29E+00
41,0.97 ,3.73E+00
41,0.98 ,3.91E+00
41,0.99 ,3.83E+00
41,1.00 ,3.78E+00
42,0.00 ,4.04E+00
42,0.01 ,3.92E+00
42,0.02 ,3.28E+00
42,0.03 ,3.71E+00
42,0.04 ,4.06E+00
42,0.05 ,4.27E+00
42,0.06 ,3.77E+00
42,0.07 ,4.10E+00
42,0.08 ,3.79E+00
42,0.09 ,3.99E+00
42,0.10 ,3.98E+00
42,0.11 ,4.23E+00
42,0.12 ,3.96E+00
42,0.13 ,3.89E+00
42,0.14 ,4.07E+00
42,0.15 ,3.80E+00
42,0.16 ,4.25E+00
42,0.17 ,4.12E+00
42,0.18 ,3.40E+00
42,0.19 ,3.30E+00
42,0.20 ,3.74E+00
42,0.21 ,3.82E+00
42,0.22 ,3.74E+00
42,0.23 ,3.93E+00
42,0.24 ,3.83E+00
42,0.25 ,3.72E+00
42,0.26 ,4.01E+00
42,0.27 ,3.90E+00
42,0.28 ,2.86E+00
42,0.29 ,3.42E+00
42,0.30 ,3.60E+00
42,0.31 ,3.98E+00
42,0.32 ,3.83E+00
42,0.33 ,3.84E+00
42,0.34 ,3.32E+00
42,0.35 ,3.67E+00
42,0.36 ,3.78E+00
42,0.37 ,3.97E+00
42,0.38 ,3.89E+00
42,0.39 ,3.91E+00
42,0.40 ,3.86E+00
42,0.41 ,4.50E+00
42,0.42 ,3.31E+00
42,0.43 ,3.07E+00
42,0.44 ,3.40E+00
42,0.45 ,3.96E+00
42,0.46 ,3.90E+00
42,0.47 ,3.73E+00
42,0.48 ,4.05E+00
42,0.49 ,3.83E+00
42,0.51 ,3.97E+00
42,0.52 ,3.17E+00
42,0.53 ,3.99E+00
42,0.54 ,4.06E+00
42,0.55 ,3.89E+00
42,0.56 ,3.96E+00
42,0.57 ,4.06E+00
42,0.58 ,4.15E+00
42,0.59 ,3.87E+00
42,0.60 ,3.82E+00
42,0.61 ,3.87E+00
42,0.62 ,3.76E+00
42,0.63 ,3.92E+00
42,0.64 ,3.29E+00
42,0.65 ,3.84E+00
42,0.66 ,3.98E+00
42,0.67 ,4.16E+00
42,0.68 ,4.04E+00
42,0.69 ,3.97E+00
42,0.70 ,4.30E+00
42,0.71 ,3.78E+00
42,0.72 ,4.13E+00
42,0.73 ,4.00E+00
42,0.74 ,4.02E+00
42,0.75 ,3.73E+00
42,0.76 ,3.84E+00
42,0.77 ,4.03E+00
42,0.78 ,3.22E+00
42,0.79 ,3.92E+00
42,0.80 ,3.35E+00
42,0.81 ,3.93E+00
42,0.82 ,3.95E+00
42,0.83 ,3.59E+00
42,0.84 ,3.93E+00
42,0.85 ,3.23E+00
42,0.86 ,3.35E+00
42,0.87 ,3.92E+00
42,0.88 ,4.06E+00
42,0.89 ,3.93E+00
42,0.90 ,3.98E+00
42,0.91 ,4.07E+00
42,0.92 ,4.00E+00
42,0.93 ,3.88E+00
42,0.94 ,3.78E+00
42,0.95 ,3.22E+00
42,0.96 ,3.96E+00
42,0.97 ,3.30E+00
42,0.98 ,3.87E+00
42,0.99 ,4.18E+00
42,1.00 ,3.98E+00
43,0.00 ,3.28E+00
43,0.01 ,3.89E+00
43,0.02 ,3.97E+00
43,0.03 ,3.84E+00
43,0.04 ,4.10E+00
43,0.05 ,4.04E+00
43,0.06 ,3.79E+00
43,0.07 ,3.60E+00
43,0.08 ,3.98E+00
43,0.09 ,3.83E+00
43,0.10 ,4.06E+00
43,0.11 ,3.43E+00
43,0.12 ,3.76E+00
43,0.13 ,3.82E+00
43,0.14 ,4.00E+00
43,0.15 ,3.23E+00
43,0.16 ,3.97E+00
43,0.17 ,3.88E+00
43,0.18 ,3.41E+00
43,0.19 ,3.92E+00
43,0.20 ,3.91E+00
43,0.21 ,3.86E+00
43,0.22 ,3.68E+00
43,0.23 ,3.37E+00
43,0.24 ,3.94E+00
43,0.25 ,3.71E+00
43,0.26 ,3.76E+00
43,0.27 ,3.23E+00
43,0.28 ,4.01E+00
43,0.29 ,3.82E+00
43,0.30 ,3.94E+00
43,0.31 ,3.65E+00
43,0.32 ,3.97E+00
43,0.33 ,3.90E+00
43,0.34 ,3.24E+00
43,0.35 ,3.63E+00
43,0.36 ,4.01E+00
43,0.37 ,4.26E+00
43,0.38 ,3.76E+00
43,0.39 ,3.87E+00
43,0.40 ,3.16E+00
43,0.41 ,3.96E+00
43,0.42 ,3.94E+00
43,0.43 ,3.19E+00
43,0.44 ,3.34E+00
43,0.45 ,3.82E+00
43,0.46 ,3.85E+00
43,0.47 ,3.76E+00
43,0.48 ,3.91E+00
43,0.49 ,3.80E+00
43,0.51 ,3.75E+00
43,0.52 ,3.95E+00
43,0.53 ,4.04E+00
43,0.54 ,3.80E+00
43,0.55 ,3.87E+00
43,0.56 ,3.31E+00
43,0.57 ,3.85E+00
43,0.58 ,3.96E+00
43,0.59 ,3.99E+00
43,0.60 ,3.75E+00
43,0.61 ,4.16E+00
43,0.62 ,4.02E+00
43,0.63 ,3.74E+00
43,0.64 ,4.07E+00
43,0.65 ,4.06E+00
43,0.66 ,3.99E+00
43,0.67 ,3.70E+00
43,0.68 ,3.76E+00
43,0.69 ,3.18E+00
43,0.70 ,3.93E+00
43,0.71 ,3.96E+00
43,0.72 ,3.78E+00
43,0.73 ,3.92E+00
43,0.74 ,3.32E+00
43,0.75 ,4.00E+00
43,0.76 ,3.96E+00
43,0.77 ,3.83E+00
43,0.78 ,3.90E+00
43,0.79 ,3.94E+00
43,0.80 ,3.70E+00
43,0.81 ,3.93E+00
43,0.82 ,3.13E+00
43,0.83 ,3.00E+00
43,0.84 ,3.70E+00
43,0.85 ,3.99E+00
43,0.86 ,3.91E+00
43,0.87 ,3.94E+00
43,0.88 ,3.94E+00
43,0.89 ,4.03E+00
43,0.90 ,3.86E+00
43,0.91 ,3.72E+00
43,0.92 ,4.08E+00
43,0.93 ,3.38E+00
43,0.94 ,4.04E+00
43,0.95 ,4.06E+00
43,0.96 ,3.88E+00
43,0.97 ,3.87E+00
43,0.98 ,4.08E+00
43,0.99 ,4.05E+00
43,1.00 ,3.90E+00
44,0.00 ,3.81E+00
44,0.01 ,3.93E+00
44,0.02 ,4.16E+00
44,0.03 ,4.08E+00
44,0.04 ,2.74E+00
44,0.05 ,3.89E+00
44,0.06 ,3.99E+00
44,0.07 ,3.28E+00
44,0.08 ,4.02E+00
44,0.09 ,4.11E+00
44,0.10 ,3.97E+00
44,0.11 ,3.99E+00
44,0.12 ,3.86E+00
44,0.13 ,4.01E+00
44,0.14 ,3.76E+00
44,0.15 ,3.79E+00
44,0.16 ,3.87E+00
44,0.17 ,3.84E+00
44,0.18 ,3.91E+00
44,0.19 ,3.92E+00
44,0.20 ,3.99E+00
44,0.21 ,4.00E+00
44,0.22 ,3.86E+00
44,0.23 ,3.91E+00
44,0.24 ,4.22E+00
44,0.25 ,3.99E+00
44,0.26 ,3.82E+00
44,0.27 ,3.74E+00
44,0.28 ,4.11E+00
44,0.29 ,4.37E+00
44,0.30 ,3.65E+00
44,0.31 ,3.89E+00
44,0.32 ,3.90E+00
44,0.33 ,3.92E+00
44,0.34 ,3.78E+00
44,0.35 ,3.75E+00
44,0.36 ,3.89E+00
44,0.37 ,4.05E+00
44,0.38 ,3.94E+00
44,0.39 ,3.98E+00
44,0.40 ,3.86E+00
44,0.41 ,3.25E+00
44,0.42 ,3.94E+00
44,0.43 ,4.02E+00
44,0.44 ,3.87E+00
44,0.45 ,4.05E+00
44,0.46 ,3.90E+00
44,0.47 ,3.01E+00
44,0.48 ,3.79E+00
44,0.49 ,3.69E+00
44,0.51 ,3.99E+00
44,0.52 ,3.82E+00
44,0.53 ,4.00E+00
44,0.54 ,3.88E+00
44,0.55 ,2.56E+00
44,0.56 ,3.73E+00
44,0.57 ,4.05E+00
44,0.58 ,3.89E+00
44,0.59 ,3.97E+00
44,0.60 ,3.94E+00
44,0.61 ,4.02E+00
44,0.62 ,3.90E+00
44,0.63 ,3.85E+00
44,0.64 ,3.30E+00
44,0.65 ,3.99E+00
44,0.66 ,3.46E+00
44,0.67 ,3.63E+00
44,0.68 ,3.98E+00
44,0.69 ,3.92E+00
44,0.70 ,3.96E+00
44,0.71 ,3.92E+00
44,0.72 ,3.14E+00
44,0.73 ,3.37E+00
44,0.74 ,4.09E+00
44,0.75 ,3.82E+00
44,0.76 ,3.74E+00
44,0.77 ,4.02E+00
44,0.78 ,4.05E+00
44,0.79 ,3.21E+00
44,0.80 ,3.94E+00
44,0.81 ,4.00E+00
44,0.82 ,3.77E+00
44,0.83 ,3.84E+00
44,0.84 ,3.55E+00
44,0.85 ,3.74E+00
44,0.86 ,3.91E+00
44,0.87 ,3.72E+00
44,0.88 ,2.42E+00
44,0.89 ,3.95E+00
44,0.90 ,3.84E+00
44,0.91 ,3.93E+00
44,0.92 ,4.09E+00
44,0.93 ,4.03E+00
44,0.94 ,4.10E+00
44,0.95 ,3.65E+00
44,0.96 ,3.96E+00
44,0.97 ,3.91E+00
44,0.98 ,3.87E+00
44,0.99 ,3.87E+00
44,1.00 ,3.83E+00
45,0.00 ,3.93E+00
45,0.01 ,4.02E+00
45,0.02 ,4.07E+00
45,0.03 ,4.00E+00
45,0.04 ,3.73E+00
45,0.05 ,3.53E+00
45,0.06 ,3.62E+00
45,0.07 ,3.20E+00
45,0.08 ,3.69E+00
45,0.09 ,3.69E+00
45,0.10 ,3.93E+00
45,0.11 ,4.13E+00
45,0.12 ,3.91E+00
45,0.13 ,3.22E+00
45,0.14 ,3.25E+00
45,0.15 ,4.00E+00
45,0.16 ,4.20E+00
45,0.17 ,3.88E+00
45,0.18 ,4.01E+00
45,0.19 ,3.97E+00
45,0.20 ,3.95E+00
45,0.21 ,3.97E+00
45,0.22 ,4.04E+00
45,0.23 ,3.20E+00
45,0.24 ,3.84E+00
45,0.25 ,3.89E+00
45,0.26 ,3.82E+00
45,0.27 ,3.77E+00
45,0.28 ,4.07E+00
45,0.29 ,3.92E+00
45,0.30 ,3.99E+00
45,0.31 ,3.94E+00
45,0.32 ,3.68E+00
45,0.33 ,3.34E+00
45,0.34 ,3.95E+00
45,0.35 ,4.02E+00
45,0.36 ,3.96E+00
45,0.37 ,3.84E+00
45,0.38 ,4.01E+00
45,0.39 ,3.93E+00
45,0.40 ,3.20E+00
45,0.41 ,3.94E+00
45,0.42 ,3.75E+00
45,0.43 ,3.78E+00
45,0.44 ,3.86E+00
45,0.45 ,4.05E+00
45,0.46 ,3.83E+00
45,0.47 ,3.87E+00
45,0.48 ,3.89E+00
45,0.49 ,3.75E+00
45,0.51 ,3.82E+00
45,0.52 ,3.82E+00
45,0.53 ,3.08E+00
45,0.54 ,3.99E+00
45,0.55 ,4.13E+00
45,0.56 ,3.90E+00
45,0.57 ,3.92E+00
45,0.58 ,4.04E+00
45,0.59 ,3.76E+00
45,0.60 ,3.94E+00
45,0.61 ,3.73E+00
45,0.62 ,3.87E+00
45,0.63 ,3.42E+00
45,0.64 ,3.90E+00
45,0.65 ,2.14E+00
45,0.66 ,3.71E+00
45,0.67 ,4.30E+00
45,0.68 ,4.08E+00
45,0.69 ,3.67E+00
45,0.70 ,3.70E+00
45,0.71 ,3.68E+00
45,0.72 ,3.74E+00
45,0.73 ,3.61E+00
45,0.74 ,4.11E+00
45,0.75 ,3.18E+00
45,0.76 ,3.32E+00
45,0.77 ,3.85E+00
45,0.78 ,3.91E+00
45,0.79 ,3.93E+00
45,0.80 ,3.93E+00
45,0.81 ,3.91E+00
45,0.82 ,3.92E+00
45,0.83 ,3.94E+00
45,0.84 ,2.48E+00
45,0.85 ,3.69E+00
45,0.86 ,3.86E+00
45,0.87 ,3.70E+00
45,0.88 ,3.81E+00
45,0.89 ,3.88E+00
45,0.90 ,4.13E+00
45,0.91 ,3.94E+00
45,0.92 ,3.51E+00
45,0.93 ,4.09E+00
45,0.94 ,3.42E+00
45,0.95 ,3.86E+00
45,0.96 ,3.85E+00
45,0.97 ,3.98E+00
45,0.98 ,3.31E+00
45,0.99 ,3.92E+00
45,1.00 ,4.08E+00
46,0.00 ,3.96E+00
46,0.01 ,4.07E+00
46,0.02 ,3.99E+00
46,0.03 ,4.05E+00
46,0.04 ,2.82E+00
46,0.05 ,4.08E+00
46,0.06 ,4.17E+00
46,0.07 ,4.02E+00
46,0.08 ,3.97E+00
46,0.09 ,3.96E+00
46,0.10 ,3.58E+00
46,0.11 ,3.73E+00
46,0.12 ,3.78E+00
46,0.13 ,3.78E+00
46,0.14 ,3.73E+00
46,0.15 ,3.74E+00
46,0.16 ,3.93E+00
46,0.17 ,3.82E+00
46,0.18 ,3.95E+00
46,0.19 ,4.14E+00
46,0.20 ,3.21E+00
46,0.21 ,3.80E+00
46,0.22 ,4.07E+00
46,0.23 ,3.11E+00
46,0.24 ,3.62E+00
46,0.25 ,3.67E+00
46,0.26 ,3.77E+00
46,0.27 ,3.84E+00
46,0.28 ,3.90E+00
46,0.29 ,4.02E+00
46,0.30 ,4.00E+00
46,0.31 ,3.97E+00
46,0.32 ,3.82E+00
46,0.33 ,4.02E+00
46,0.34 ,4.10E+00
46,0.35 ,4.00E+00
46,0.36 ,2.57E+00
46,0.37 ,3.22E+00
46,0.38 ,4.04E+00
46,0.39 ,3.93E+00
46,0.40 ,3.64E+00
46,0.41 ,3.82E+00
46,0.42 ,3.86E+00
46,0.43 ,3.75E+00
46,0.44 ,3.79E+00
46,0.45 ,3.78E+00
46,0.46 ,4.05E+00
46,0.47 ,3.97E+00
46,0.48 ,3.92E+00
46,0.49 ,3.87E+00
46,0.51 ,3.98E+00
46,0.52 ,3.97E+00
46,0.53 ,3.76E+00
46,0.54 ,3.96E+00
46,0.55 ,3.83E+00
46,0.56 ,3.91E+00
46,0.57 ,4.00E+00
46,0.58 ,3.87E+00
46,0.59 ,3.88E+00
46,0.60 ,4.13E+00
46,0.61 ,4.14E+00
46,0.62 ,3.97E+00
46,0.63 ,3.83E+00
46,0.64 ,3.80E+00
46,0.65 ,2.73E+00
46,0.66 ,3.84E+00
46,0.67 ,3.81E+00
46,0.68 ,4.00E+00
46,0.69 ,3.88E+00
46,0.70 ,3.43E+00
46,0.71 ,3.83E+00
46,0.72 ,3.94E+00
46,0.73 ,3.46E+00
46,0.74 ,3.81E+00
46,0.75 ,3.99E+00
46,0.76 ,3.94E+00
46,0.77 ,3.67E+00
46,0.78 ,3.97E+00
46,0.79 ,3.85E+00
46,0.80 ,3.90E+00
46,0.81 ,3.92E+00
46,0.82 ,3.92E+00
46,0.83 ,3.83E+00
46,0.84 ,3.69E+00
46,0.85 ,3.77E+00
46,0.86 ,3.87E+00
46,0.87 ,4.03E+00
46,0.88 ,3.94E+00
46,0.89 ,3.92E+00
46,0.90 ,3.92E+00
46,0.91 ,3.88E+00
46,0.92 ,3.88E+00
46,0.93 ,3.81E+00
46,0.94 ,3.96E+00
46,0.95 ,3.88E+00
46,0.96 ,4.05E+00
46,0.97 ,3.93E+00
46,0.98 ,3.91E+00
46,0.99 ,4.00E+00
46,1.00 ,4.01E+00
47,0.00 ,4.08E+00
47,0.01 ,3.18E+00
47,0.02 ,4.05E+00
47,0.03 ,3.79E+00
47,0.04 ,3.76E+00
47,0.05 ,3.60E+00
47,0.06 ,4.14E+00
47,0.07 ,3.00E+00
47,0.08 ,3.91E+00
47,0.09 ,4.08E+00
47,0.10 ,3.99E+00
47,0.11 ,3.74E+00
47,0.12 ,3.98E+00
47,0.13 ,4.01E+00
47,0.14 ,4.13E+00
47,0.15 ,4.03E+00
47,0.16 ,3.99E+00
47,0.17 ,3.87E+00
47,0.18 ,3.76E+00
47,0.19 ,3.96E+00
47,0.20 ,3.88E+00
47,0.21 ,3.78E+00
47,0.22 ,4.33E+00
47,0.23 ,3.92E+00
47,0.24 ,3.52E+00
47,0.25 ,3.86E+00
47,0.26 ,3.78E+00
47,0.27 ,3.27E+00
47,0.28 ,3.73E+00
47,0.29 ,3.24E+00
47,0.30 ,3.70E+00
47,0.31 ,3.40E+00
47,0.32 ,3.97E+00
47,0.33 ,3.44E+00
47,0.34 ,3.63E+00
47,0.35 ,4.01E+00
47,0.36 ,4.01E+00
47,0.37 ,3.76E+00
47,0.38 ,3.94E+00
47,0.39 ,3.67E+00
47,0.40 ,4.05E+00
47,0.41 ,4.04E+00
47,0.42 ,3.71E+00
47,0.43 ,3.92E+00
47,0.44 ,3.71E+00
47,0.45 ,3.95E+00
47,0.46 ,3.73E+00
47,0.47 ,3.80E+00
47,0.48 ,3.74E+00
47,0.49 ,4.09E+00
47,0.51 ,3.96E+00
47,0.52 ,3.96E+00
47,0.53 ,4.00E+00
47,0.54 ,3.78E+00
47,0.55 ,4.10E+00
47,0.56 ,3.85E+00
47,0.57 ,4.03E+00
47,0.58 ,3.92E+00
47,0.59 ,3.87E+00
47,0.60 ,3.31E+00
47,0.61 ,4.04E+00
47,0.62 ,2.82E+00
47,0.63 ,3.70E+00
47,0.64 ,3.94E+00
47,0.65 ,3.41E+00
47,0.66 ,4.01E+00
47,0.67 ,3.89E+00
47,0.68 ,3.96E+00
47,0.69 ,3.84E+00
47,0.70 ,3.90E+00
47,0.71 ,4.00E+00
47,0.72 ,3.97E+00
47,0.73 ,3.32E+00
47,0.74 ,3.83E+00
47,0.75 ,3.89E+00
47,0.76 ,4.08E+00
47,0.77 ,3.92E+00
47,0.78 ,3.76E+00
47,0.79 ,3.85E+00
47,0.80 ,3.94E+00
47,0.81 ,3.92E+00
47,0.82 ,3.94E+00
47,0.83 ,4.00E+00
47,0.84 ,3.97E+00
47,0.85 ,3.82E+00
47,0.86 ,3.70E+00
47,0.87 ,4.01E+00
47,0.88 ,3.47E+00
47,0.89 ,3.11E+00
47,0.90 ,3.80E+00
47,0.91 ,3.16E+00
47,0.92 ,3.87E+00
47,0.93 ,4.48E+00
47,0.94 ,2.95E+00
47,0.95 ,3.54E+00
47,0.96 ,3.76E+00
47,0.97 ,3.97E+00
47,0.98 ,3.87E+00
47,0.99 ,3.90E+00
47,1.00 ,3.84E+00
48,0.00 ,3.84E+00
48,0.01 ,3.98E+00
48,0.02 ,3.78E+00
48,0.03 ,3.94E+00
48,0.04 ,4.07E+00
48,0.05 ,3.71E+00
48,0.06 ,3.46E+00
48,0.07 ,4.03E+00
48,0.08 ,4.04E+00
48,0.09 ,3.89E+00
48,0.10 ,3.89E+00
48,0.11 ,3.23E+00
48,0.12 ,3.79E+00
48,0.13 ,3.84E+00
48,0.14 ,4.04E+00
48,0.15 ,3.66E+00
48,0.16 ,4.08E+00
48,0.17 ,3.68E+00
48,0.18 ,3.71E+00
48,0.19 ,3.99E+00
48,0.20 ,4.10E+00
48,0.21 ,3.86E+00
48,0.22 ,3.32E+00
48,0.23 ,3.99E+00
48,0.24 ,3.70E+00
48,0.25 ,3.81E+00
48,0.26 ,3.92E+00
48,0.27 ,3.94E+00
48,0.28 ,2.60E+00
48,0.29 ,3.29E+00
48,0.30 ,4.04E+00
48,0.31 ,3.98E+00
48,0.32 ,3.33E+00
48,0.33 ,3.92E+00
48,0.34 ,3.78E+00
48,0.35 ,3.92E+00
48,0.36 ,3.25E+00
48,0.37 ,4.04E+00
48,0.38 ,3.99E+00
48,0.39 ,3.76E+00
48,0.40 ,3.94E+00
48,0.41 ,3.85E+00
48,0.42 ,3.23E+00
48,0.43 ,4.00E+00
48,0.44 ,3.75E+00
48,0.45 ,3.78E+00
48,0.46 ,3.86E+00
48,0.47 ,3.87E+00
48,0.48 ,3.09E+00
48,0.49 ,3.48E+00
48,0.51 ,4.10E+00
48,0.52 ,3.79E+00
48,0.53 ,3.25E+00
48,0.54 ,3.77E+00
48,0.55 ,3.96E+00
48,0.56 ,3.17E+00
48,0.57 ,3.93E+00
48,0.58 ,3.79E+00
48,0.59 ,3.99E+00
48,0.60 ,3.87E+00
48,0.61 ,3.87E+00
48,0.62 ,3.82E+00
48,0.63 ,3.66E+00
48,0.64 ,3.76E+00
48,0.65 ,3.65E+00
48,0.66 ,4.26E+00
48,0.67 ,3.77E+00
48,0.68 ,3.83E+00
48,0.69 ,4.00E+00
48,0.70 ,3.88E+00
48,0.71 ,3.83E+00
48,0.72 ,3.68E+00
48,0.73 ,3.16E+00
48,0.74 ,4.05E+00
48,0.75 ,3.81E+00
48,0.76 ,4.03E+00
48,0.77 ,3.71E+00
48,0.78 ,3.84E+00
48,0.79 ,3.85E+00
48,0.80 ,3.89E+00
48,0.81 ,3.90E+00
48,0.82 ,3.19E+00
48,0.83 ,3.23E+00
48,0.84 ,3.82E+00
48,0.85 ,2.55E+00
48,0.86 ,4.01E+00
48,0.87 ,3.65E+00
48,0.88 ,3.79E+00
48,0.89 ,3.78E+00
48,0.90 ,3.84E+00
48,0.91 ,3.99E+00
48,0.92 ,3.80E+00
48,0.93 ,3.89E+00
48,0.94 ,3.55E+00
48,0.95 ,4.05E+00
48,0.96 ,3.92E+00
48,0.97 ,3.81E+00
48,0.98 ,3.80E+00
48,0.99 ,4.13E+00
48,1.00 ,3.85E+00
49,0.00 ,3.77E+00
49,0.01 ,3.80E+00
49,0.02 ,4.11E+00
49,0.03 ,3.20E+00
49,0.04 ,4.00E+00
49,0.05 ,3.84E+00
49,0.06 ,3.20E+00
49,0.07 ,3.81E+00
49,0.08 ,3.96E+00
49,0.09 ,4.14E+00
49,0.10 ,3.94E+00
49,0.11 ,3.74E+00
49,0.12 ,3.85E+00
49,0.13 ,4.04E+00
49,0.14 ,3.78E+00
49,0.15 ,3.50E+00
49,0.16 ,3.44E+00
49,0.17 ,3.27E+00
49,0.18 ,4.00E+00
49,0.19 ,3.86E+00
49,0.20 ,4.00E+00
49,0.21 ,3.98E+00
49,0.22 ,3.82E+00
49,0.23 ,4.05E+00
49,0.24 ,3.73E+00
49,0.25 ,4.14E+00
49,0.26 ,2.92E+00
49,0.27 ,4.03E+00
49,0.28 ,3.72E+00
49,0.29 ,4.10E+00
49,0.30 ,3.74E+00
49,0.31 ,3.36E+00
49,0.32 ,4.00E+00
49,0.33 ,4.05E+00
49,0.34 ,3.82E+00
49,0.35 ,4.02E+00
49,0.36 ,3.85E+00
49,0.37 ,3.79E+00
49,0.38 ,3.91E+00
49,0.39 ,3.10E+00
49,0.40 ,4.06E+00
49,0.41 ,3.90E+00
49,0.42 ,4.00E+00
49,0.43 ,3.73E+00
49,0.44 ,3.95E+00
49,0.45 ,3.99E+00
49,0.46 ,4.00E+00
49,0.47 ,3.83E+00
49,0.48 ,3.91E+00
49,0.49 ,3.86E+00
49,0.51 ,3.56E+00
49,0.52 ,3.65E+00
49,0.53 ,3.53E+00
49,0.54 ,3.98E+00
49,0.55 ,3.90E+00
49,0.56 ,3.96E+00
49,0.57 ,4.20E+00
49,0.58 ,4.04E+00
49,0.59 ,3.99E+00
49,0.60 ,3.87E+00
49,0.61 ,3.95E+00
49,0.62 ,3.83E+00
49,0.63 ,3.79E+00
49,0.64 ,3.90E+00
49,0.65 ,4.10E+00
49,0.66 ,2.44E+00
49,0.67 ,3.83E+00
49,0.68 ,3.43E+00
49,0.69 ,3.89E+00
