x,y,z,qx,qy,qz,qw
338.142213,-2059.093839,-1471.796559,0.053442,0.756782,0.649195,0.054511
326.218574,-2057.262854,-1471.955864,0.053468,0.756780,0.649197,0.054488
314.297525,-2055.436846,-1472.112714,0.053519,0.756776,0.649200,0.054444
302.376476,-2053.610838,-1472.269565,0.053570,0.756773,0.649204,0.054400
290.452914,-2051.779860,-1472.423871,0.053647,0.756767,0.649209,0.054334
278.529352,-2049.948881,-1472.578176,0.053725,0.756762,0.649215,0.054268
266.605867,-2048.117909,-1472.727482,0.053764,0.756759,0.649218,0.054234
254.682381,-2046.286937,-1472.876788,0.053802,0.756756,0.649221,0.054201
242.758935,-2044.455969,-1473.023594,0.053808,0.756756,0.649221,0.054196
230.835488,-2042.625000,-1473.170400,0.053814,0.756756,0.649221,0.054191
218.912015,-2040.791531,-1473.317203,0.053847,0.756753,0.649224,0.054163
206.988542,-2038.958062,-1473.464006,0.053880,0.756751,0.649226,0.054135
195.065134,-2037.127097,-1473.608312,0.053925,0.756748,0.649229,0.054096
183.141726,-2035.296131,-1473.752619,0.053969,0.756744,0.649232,0.054058
171.218330,-2033.462669,-1473.894422,0.054041,0.756739,0.649238,0.053997
159.294934,-2031.629207,-1474.036225,0.054112,0.756734,0.649243,0.053935
147.374140,-2029.798225,-1474.173071,0.054118,0.756734,0.649243,0.053930
135.453347,-2027.967243,-1474.309917,0.054124,0.756733,0.649244,0.053925
123.530028,-2026.133787,-1474.446721,0.054208,0.756727,0.649249,0.053853
111.606709,-2024.300331,-1474.583525,0.054291,0.756721,0.649255,0.053782
99.683441,-2022.464382,-1474.715326,0.054279,0.756722,0.649255,0.053792
87.760172,-2020.628433,-1474.847126,0.054267,0.756723,0.649254,0.053802
75.836956,-2018.797484,-1474.978935,0.054318,0.756720,0.649257,0.053759
63.913740,-2016.966534,-1475.110743,0.054369,0.756716,0.649261,0.053715
51.990510,-2015.130588,-1475.240044,0.054402,0.756714,0.649263,0.053687
40.067281,-2013.294642,-1475.369345,0.054434,0.756711,0.649266,0.053659
28.141616,-2011.461226,-1475.496111,0.054518,0.756705,0.649271,0.053587
16.215951,-2009.627809,-1475.622878,0.054601,0.756699,0.649277,0.053516
4.292836,-2007.791873,-1475.744680,0.054595,0.756700,0.649277,0.053521
-7.630278,-2005.955936,-1475.866482,0.054589,0.756700,0.649277,0.053526
-19.550867,-2004.122474,-1475.988326,0.054679,0.756694,0.649283,0.053449
-31.471456,-2002.289011,-1476.110170,0.054768,0.756687,0.649289,0.053372
-43.394519,-2000.450581,-1476.226969,0.054762,0.756688,0.649289,0.053378
-55.317583,-1998.612152,-1476.343768,0.054756,0.756688,0.649288,0.053383
-67.238121,-1996.776196,-1476.460609,0.054756,0.756688,0.649288,0.053383
-79.158659,-1994.940240,-1476.577450,0.054756,0.756688,0.649288,0.053383
